,playlist_name,playlist_id,name,album_name,artist,id,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,y
6188,happy songs ,47zZl5XOX2bkbEwJj1dOXi,Eyes Wide Open,Eyes Wide Open,Sabrina Carpenter,4pbrp5dxpqjfaf4GiS6YuO,55,False,0.584,0.641,1,-6.637,1,0.0284,0.00435,1.22e-06,0.113,0.353,88.033,192720,4,1
6189,Happy Christmas Songs,4OOu4l5bwssuoNJluZt1z8,All I Want for Christmas Is You,Christmas Hits,Mariah Carey,7nQrUXVzVeYb0hAuabfmaP,0,False,0.335,0.625,7,-7.462,1,0.0386,0.164,0.0,0.0708,0.346,150.277,241107,4,1
6190,happy songs to wake up to,4MxxPfH8uBt6PG6Z9DfknW,Crazy,St. Elsewhere,Gnarls Barkley,2N5zMZX7YeL1tico8oQxa9,71,False,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,182066,4,1
6191,Happy Birthday Songs for Kids,1BJmcR8CULB1nr0xE8l9rm,When I Am Older,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Josh Gad,1Tt7zr1yDbKbT8L4jzSZ74,67,False,0.73,0.326,8,-7.001,1,0.26,0.705,0.0,0.103,0.434,116.893,111452,4,1
6192,Happy Songs 2021 - Happy Music That Make You Smile (Upbeat Songs Playlist 2021),2XLDEbpTJQYWY4jfLMAnli,Don't Go Yet,Don't Go Yet,Camila Cabello,1058fW9H3fZA6QjYCdOBad,88,False,0.666,0.796,10,-6.967,0,0.103,0.0492,0.0,0.0442,0.61,110.108,164842,4,1
6193,happy songs to scream the lyrics to,0gSCSc9k468XnIRxfnbLSb,Why Do You Feel So Down,What Do You Think About the Car?,Declan McKenna,5Bge1Dsqjc14hhGguYML5w,66,False,0.558,0.909,7,-5.851,1,0.0406,0.0576,0.0,0.102,0.452,114.56,220707,4,1
6194,HAPPY SONGS THAT MAKE YOU FORGET YOU HATE YOUR JOB,6kTimgeEnsD7JsEQlvCBoS,Creatures,Creatures,LUI HILL,6g9sO4v8XuEnymSXhGlY7n,35,False,0.804,0.78,0,-6.222,1,0.119,0.126,0.000861,0.379,0.619,116.01,189408,4,1
6195,Happy Rock Songs,2BumzROvyilNPyczjghkba,Jump - 2015 Remaster,1984 (Remastered),Van Halen,7N3PAbqfTjSEU1edb2tY8j,79,False,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,4,1
6196,happy songs 🌻💛✨,7dIkcjjWjQvifEpu4UE80K,Farmer,Farmer,Lee Brice,3kEuxWZQbACoLisYSFUjpO,47,False,0.521,0.528,7,-6.995,1,0.0272,0.188,0.0,0.362,0.522,160.022,178693,4,1
6197,"Happy Songs 1950s, 1960s & 1970s",3A0oht8sFdAlbC2N2D4c5h,Stand by Me,Don't Play That Song (Mono),Ben E. King,3SdTKo2uVsxFblQjpScoHy,79,False,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4,1
6198,happy songs to scream the lyrics to,0gSCSc9k468XnIRxfnbLSb,Want U Back,Sticks & Stones,Cher Lloyd,5InWRmnfgjVwQWoXHNBATu,70,False,0.696,0.893,9,-2.963,1,0.076,0.0662,0.0,0.473,0.573,97.954,214013,4,1
6199,HAPPY SONGS THAT MAKE YOU LOVE YOUR LIFE. 🦋 ,7tlbJDwhrCrfkErsk0E4vR,Up,Demi (Deluxe),Olly Murs,1MAHGxcOtuJV0k5z91MRLe,0,False,0.684,0.823,9,-4.994,1,0.0324,0.0165,0.0,0.134,0.696,114.983,223653,4,1
6200,Wake Up Happy,37i9dQZF1DX0UrRvztWcAU,if i ain't got u,if i ain't got u,Möwe,52yi5e2cmnY2YbdPtY0uXi,45,False,0.757,0.667,0,-6.953,0,0.0584,0.0694,0.0,0.157,0.665,119.998,194125,4,1
6201,Happy Christmas Songs,4OOu4l5bwssuoNJluZt1z8,Man With The Bag,Man With The Bag,Jessie J,18g50kFt5uwVeCzQbrCvAO,0,False,0.622,0.688,4,-3.504,0,0.0845,0.52,0.0,0.375,0.766,140.561,161973,4,1
6202,Happy Songs | Feel Good Songs | Happy Music | Best Happy Hits | Cheer Me Up ,6tUoLGh3ueIMVoYbBVZpKQ,Let's Dance - 2002 Remaster,Let's Dance,David Bowie,4cVHMHgmWgudD399ZdhQ3L,65,False,0.654,0.641,8,-9.771,1,0.0482,0.00535,0.00321,0.209,0.794,114.696,247600,4,1
6203,happy music🤪,0dWheZd3cdhezPTHles6Ms,The Bidding,Marvin's Marvelous Mechanical Museum,Tally Hall,0HBrtXJohbIW4IhPZ50GmH,73,False,0.538,0.607,9,-5.261,0,0.216,0.248,5.54e-06,0.0999,0.515,175.424,160613,4,1
6204,🌼 Happy Songs // Positive Vibes,5XcdFPX9Q70Fg9cMrhTYGD,I'm Good,Kids In Love,The Mowgli's,5KQDGl3vAkNGyfvSbaW89E,63,False,0.612,0.921,0,-5.338,1,0.0705,0.0115,0.0,0.166,0.674,96.042,166893,4,1
6205,HAPPY SONGS THAT MAKE YOU LOVE YOUR LIFE. 🦋 ,7tlbJDwhrCrfkErsk0E4vR,Uh Huh,Nervous System,Julia Michaels,4h1kl6AelZyNFzvtXcRP6y,48,True,0.772,0.665,4,-4.832,1,0.193,0.163,3.7e-05,0.0696,0.55,137.929,178973,4,1
6206,happy songs to scream the lyrics to,0gSCSc9k468XnIRxfnbLSb,The Weekend - Funk Wav Remix,The Weekend (Funk Wav Remix),SZA,0P6AWOA4LG1XOctzaVu5tt,75,False,0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925,171806,4,1
6207,"Happy Songs ☺ (80s, 90s, 2000s, 2010s & 2020s)  ☺  Best Happy Hits & Oldies Songs",4AnAUkQNrLKlJCInZGSXRO,Bohemian Like You,Alternative,The Dandy Warhols,7jA4agDnt1Oc6Fn2hifX0t,45,False,0.578,0.936,9,-5.761,1,0.0364,0.00305,0.687,0.47,0.659,131.268,208907,4,1
6208,Happy songs everyone knows 😄 🙌,0RH319xCjeU8VyTSqCF6M4,Girlfriend,The Best Damn Thing (Expanded Edition),Avril Lavigne,45hOioMDJktr86iKDHC8gr,77,True,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,216600,4,1
6209,Happy Christmas Songs (2021),6oDmycvnCciCwMoYObvUAp,Santa Claus Is Comin' to Town,Merry Christmas,Mariah Carey,1f2lkuLldqRzvaFjJdjGXX,71,False,0.549,0.75,7,-7.984,1,0.0396,0.209,0.0,0.698,0.422,143.113,204173,4,1
6210,Happy Songs | Wit & Delight,7kPEnbzzu3DvjeeY9KhSeO,If You Wanna Be Happy,"Frank Guida Presents: Jimmy Soul ""If You Wanna Be Happy""",Jimmy Soul,7D97JnBT73FWUh9KmRvP9M,50,False,0.673,0.866,10,-8.34,1,0.0391,0.695,0.000231,0.328,0.839,93.224,143000,4,1
6211,HAPPY SONGS 2021,4FYU1aJih7ykRIUYenRt8w,The Greatest Show,The Greatest Show,Hugh Jackman,43ay9lQZ5rfNcOOHhRF2cM,56,False,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,302147,4,1
6212,happy songs to scream the lyrics to,0gSCSc9k468XnIRxfnbLSb,Hot Rod,Fuzzybrain,Dayglow,0zePbRMJ9sd7wsZRlbPQua,75,False,0.707,0.767,7,-7.072,1,0.0323,0.0279,0.000295,0.169,0.832,139.985,204014,4,1
6213,Happy Winter Songs,53zSADeVCRgFgKbEYUq7um,Jingle Bells (feat. The Puppini Sisters),Christmas (Deluxe Special Edition),Michael Bublé,3nfxV3jfRcRWISwek49LTg,63,False,0.706,0.579,5,-6.475,1,0.0552,0.695,0.0,0.143,0.826,123.014,161805,3,1
6214,Happy Christmas Songs,4OOu4l5bwssuoNJluZt1z8,Snowman,Everyday Is Christmas,Sia,3E6Ydoy1H8ePoigc10Mgsa,2,False,0.716,0.512,1,-6.257,1,0.0331,0.483,0.0,0.0928,0.326,104.957,165907,3,1
6215,happy songs to scream the lyrics to,0gSCSc9k468XnIRxfnbLSb,Feeling Good,It's Time,Michael Bublé,3I09LQbHS3NSU46Ly3tPpR,68,False,0.535,0.548,1,-6.51,1,0.037,0.533,1.48e-06,0.123,0.477,115.144,237333,3,1
6216,Happy Songs,1h90L3LP8kAJ7KGjCV2Xfd,Fantasy,Daydream,Mariah Carey,6xkryXuiZU360Lngd4sx13,76,False,0.669,0.727,7,-7.588,1,0.0353,0.139,0.0,0.123,0.807,102.322,243493,4,1
6217,Surf Music Chill Happy Songs :),2TZTHN5PEkHR3noId355PD,Reggae Music (Farol de Santa Marta),Box Natiruts,Natiruts,6LK6WzHXD0VkSBu7QYzWsu,28,False,0.909,0.566,9,-7.858,0,0.0365,0.126,0.00892,0.0692,0.96,104.968,175573,4,1
6218,happy songs to scream the lyrics to ,5yI34GDYLxUxfSrpshdNVE,Stockholm Syndrome,FOUR (Deluxe),One Direction,6AzCBeiDuUXGXjznBufswB,69,False,0.678,0.933,2,-4.959,1,0.14,0.0734,0.0,0.0863,0.336,120.572,214720,4,1
6219,🌼 Happy Songs // Positive Vibes,5XcdFPX9Q70Fg9cMrhTYGD,Boom Clap,SUCKER,Charli XCX,0Y1MWB026LYxGvhq4EcMiC,61,False,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,4,1
6220,Surf Music Chill Happy Songs :),2TZTHN5PEkHR3noId355PD,Numb,Separatista,Mat McHugh,2noeVzbIAzxcb2qgYXHyXK,27,False,0.753,0.246,5,-12.553,1,0.0372,0.415,4.22e-05,0.293,0.513,91.014,169773,4,1
6221,happy songs to scream the lyrics to ,5yI34GDYLxUxfSrpshdNVE,Don't Worry Be Happy,This Is... 1988,Bobby McFerrin,40i61vGUmrWIlWB0nCYHK8,0,False,0.639,0.372,11,-12.493,1,0.165,0.889,0.000101,0.184,0.781,67.505,291667,4,1
6222,HAPPY SONGS THAT MAKE YOU FORGET YOU HATE YOUR JOB,6kTimgeEnsD7JsEQlvCBoS,SUMMER,SATURATION II,BROCKHAMPTON,66dQdXAbtuPdSasezCQVZE,64,True,0.497,0.55,8,-6.13,1,0.0257,0.847,0.049,0.119,0.542,79.955,204939,4,1
6223,Happy Hits 2021 | Happy Beats | Happy Songs ,3bIe654qu480GFwhzKNFFM,Lovefool,Lovefool,twocolors,51Of5p3lKZeOg6itfs4og4,78,False,0.677,0.766,6,-6.896,1,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,190488,4,1
6224,Happy Songs | Feel Good Songs | Happy Music | Best Happy Hits | Cheer Me Up ,6tUoLGh3ueIMVoYbBVZpKQ,Snakes & Ladders (feat. Moss Kena),Snakes & Ladders (feat. Moss Kena),Ben Pearce,7mijTwBTNTZc845VpdblO6,35,False,0.706,0.685,6,-4.958,0,0.0609,0.0993,0.0,0.218,0.874,104.961,204220,4,1
6225,Happy Songs,1h90L3LP8kAJ7KGjCV2Xfd,Tu Debilidad (feat. Emilia),Tu Debilidad (feat. Emilia),Mati Gómez,1XzihhvRzOHYmVImIZ9g8Q,34,False,0.764,0.689,7,-5.286,1,0.368,0.391,0.0,0.062,0.779,176.087,161159,4,1
6226,happy songs to scream in the car,6RoZKWArp7TlZuthOuClE5,I Wish You Would,1989 (Deluxe Edition),Taylor Swift,1B5VzXPqMlvRw0U4HJY3dJ,60,False,0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95e-05,0.102,0.513,118.035,207440,4,1
6227,Happy Christmas Songs,4OOu4l5bwssuoNJluZt1z8,Let It Snow! Let It Snow! Let It Snow!,100 Essential Christmas Songs,Jule Styne,5kKbdqHWuqXThfnFRUrkox,0,False,0.5,0.413,0,-7.12,0,0.0534,0.907,0.0,0.219,0.851,78.585,162707,4,1
6228,Happy Oye!,37i9dQZF1DX7QeQjujWh9l,Khadke Glassy,"Khadke Glassy (From""Jabariya Jodi"")",Yo Yo Honey Singh,3ON7HfN9BnBQAo2CGO9xbJ,41,False,0.884,0.95,1,-0.95,1,0.205,0.106,0.0,0.0449,0.703,104.952,200711,4,1
6229,"Happy Songs ☺ (80s, 90s, 2000s, 2010s & 2020s)  ☺  Best Happy Hits & Oldies Songs",4AnAUkQNrLKlJCInZGSXRO,Proud Mary,Bayou Country (40th Anniversary Edition),Creedence Clearwater Revival,6pxWv6GV35VGmcPf5dh6CH,69,False,0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,187213,4,1
6230,Happy songs everyone knows 😄 🙌,0RH319xCjeU8VyTSqCF6M4,King,Communion (Deluxe),Years & Years,3AeicLnm55RqcXGBKYQolM,70,False,0.56,0.857,4,-4.145,0,0.0384,0.0594,0.0,0.381,0.432,119.975,215360,4,1
6231,Happy Songs 2021 - Good Vibes and Upbeat Music for a Good Mood 😊,7s09coXLGbofhNrwSusr4G,Splendidly,With Love,HARBOUR,5aZdCkdAUTFjzkRuCzmLyx,5,False,0.588,0.735,0,-5.027,1,0.0328,0.188,3.16e-06,0.114,0.706,106.054,200889,4,1
6232,HAPPY SONGS,7vBShQfXqgKHshNTD9JnWQ,Let's Get It Started,Summer Party,Black Eyed Peas,28jHD8xBLnN8esbroQ6zz8,63,False,0.781,0.723,11,-5.564,0,0.107,0.102,0.0,0.162,0.764,104.972,227880,4,1
6233,happy songs to scream the lyrics to ,5yI34GDYLxUxfSrpshdNVE,Walking On A Dream,Walking On A Dream (10th Anniversary Edition),Empire of the Sun,5r5cp9IpziiIsR6b93vcnQ,79,False,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,198440,4,1
6234,HAPPY SONGS CLEAN,3bz3tsFgmaDQ7Cy9S5xYFr,Where the Party At (feat. Nelly),Jagged Little Thrill,Jagged Edge,5mNV8Mz59bzyuQ53gTw0c0,69,False,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,232573,5,1
6235,happy songs to cheer up my sad friends,5Bb191DNPuoQSUze6Ta4gU,Wild Ones (feat. Sia),Wild Ones,Flo Rida,1NpW5kyvO4XrNJ3rnfcNy3,78,False,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,232947,4,1
6236,Surf Music Chill Happy Songs :),2TZTHN5PEkHR3noId355PD,Music,Learn Yourself,The Beautiful Girls,0HWz4W8KdGYhfP7SCoc1CW,42,False,0.619,0.688,5,-6.556,1,0.0464,0.276,0.00124,0.141,0.793,96.652,211733,4,1
6237,Happy Rock Songs,2BumzROvyilNPyczjghkba,Paradise City,Appetite For Destruction,Guns N' Roses,3YBZIN3rekqsKxbJc9FZko,79,True,0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,405640,4,1
6238,Happy Country Songs,7J4e49SxlE8KhqqXHQIAgK,In Color,That Lonesome Song,Jamey Johnson,7CNd7rjfVt74TFlcOcnZgN,72,False,0.544,0.404,3,-8.751,1,0.0354,0.391,3.98e-06,0.157,0.251,129.518,290680,4,1
6239,Happy Weekend,37i9dQZF1DWTwbZHrJRIgD,Gulabi,Shuddh Desi Romance,Sachin-Jigar,22kRCQPyNXWZSQEcDvCmGD,58,False,0.673,0.663,4,-10.026,1,0.0446,0.0648,1.79e-05,0.117,0.678,124.002,230661,4,1
6240,Happy Birthday Party Songs(Hindi),4Da6pktHmdR8pZtjvVE8n9,Kala Chashma,The Neha Kakkar Collection,Amar Arshi,3HhzqHPEN33a5UCKSfZpgi,54,False,0.801,0.856,0,-4.233,1,0.065,0.0984,6.62e-05,0.228,0.919,106.026,187006,4,1
6241,Happy Songs,1h90L3LP8kAJ7KGjCV2Xfd,Hot Stuff,Hot Stuff,Kygo,00ETaeHUQ6lops3oWU1Wrt,71,False,0.681,0.773,5,-5.749,1,0.148,0.019,1.28e-06,0.11,0.429,119.961,199008,4,1
6242,Happy 80s,37i9dQZF1DWYAcBZSAVhlf,9 to 5,9 To 5 And Odd Jobs,Dolly Parton,4w3tQBXhn5345eUXDGBWZG,76,False,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,162467,4,1
6243,happy music🤪,0dWheZd3cdhezPTHles6Ms,Eenie Meenie,Eenie Meenie,Sean Kingston,4vVTI94F9uJ8lHNDWKv0i2,77,False,0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,201947,4,1
6244,Happy Winter Songs,53zSADeVCRgFgKbEYUq7um,Mack the Knife,The Great American Songbook,Louis Armstrong,0RNxWy0PC3AyH4ThH3aGK6,59,False,0.673,0.377,0,-14.141,1,0.0697,0.586,0.0,0.332,0.713,88.973,201467,4,1
6245,happy songs 🌻💛✨,7dIkcjjWjQvifEpu4UE80K,One Margarita,One Margarita,Luke Bryan,6NhS5LwYbJ6xD7BGvlWRJO,67,False,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997,193427,4,1
6246,"Happy Songs 1950s, 1960s & 1970s",3A0oht8sFdAlbC2N2D4c5h,Under the Boardwalk,Under the Boardwalk,The Drifters,65jrjEhWfAvysKfnojk1i0,69,False,0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,161960,4,1
6247,Happy Songs,1h90L3LP8kAJ7KGjCV2Xfd,Just Existing,Just Existing,daysormay,5LPM9FeQpWnWTZ6BqQJEzf,29,False,0.453,0.913,7,-5.399,0,0.0604,0.000377,0.0,0.0823,0.459,149.972,187620,4,1
6248,happy songs to wake up to,4MxxPfH8uBt6PG6Z9DfknW,What You Won't Do For Love,Gold - Quiet Storm,Bobby Caldwell,0Ufyk7NhRKTRbb7BRcCTIj,0,False,0.643,0.509,6,-12.46,1,0.0911,0.56,0.00107,0.165,0.794,84.096,285773,4,1
6249,happy songs to get over it ,2xxYVVtoh3UV1n7NDHbvz7,Misery,Misery,Maroon 5,5cSmRaAcl4JXXKNgtNJop7,0,False,0.708,0.814,4,-4.845,0,0.0439,0.000331,0.0,0.0787,0.77,102.967,216253,4,1
6250,happy songs to wake up to,4MxxPfH8uBt6PG6Z9DfknW,Stuck In The Middle With You,Stealers Wheel,Stealers Wheel,3Vby4nGmtbDo7HDJamOWkT,76,False,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,208947,4,1
6251,"Happy Songs 1950s, 1960s & 1970s",3A0oht8sFdAlbC2N2D4c5h,Tutti Frutti,Here's Little Richard (Deluxe Edition),Little Richard,2iXcvnD3d1gfLBum0cE5Eg,66,False,0.555,0.658,5,-3.866,1,0.0541,0.793,0.0,0.118,0.937,184.835,144227,4,1
6252,happy songs 🌻💛✨,7dIkcjjWjQvifEpu4UE80K,Everywhere,"The Album, Pt. I",Chase Rice,0VZt9QSTNkfUxgo0u942Qt,0,False,0.508,0.723,5,-5.685,1,0.0664,0.118,0.0,0.365,0.62,84.932,177140,4,1
6253,HAPPY SONGS CLEAN,3bz3tsFgmaDQ7Cy9S5xYFr,Water Runs Dry,II,Boyz II Men,7yhmvQh1JOzbNiNFQo4Tfc,54,False,0.589,0.368,0,-12.979,1,0.0264,0.475,0.0,0.108,0.523,89.626,201400,4,1
6254,happy songs to cheer up my sad friends,5Bb191DNPuoQSUze6Ta4gU,Hold My Hand,Hold My Hand,Jess Glynne,1i1rNVtxbE7rdFfpHuNq2j,62,False,0.642,0.823,0,-5.717,1,0.0289,0.00159,0.0,0.0776,0.431,122.977,227344,4,1
6255,HAPPY SONGS THAT MAKE YOU FORGET YOU HATE YOUR JOB,6kTimgeEnsD7JsEQlvCBoS,Movement,"Wasteland, Baby!",Hozier,1djzKW3eYLyzjjHXazEWWh,65,False,0.381,0.502,1,-5.505,0,0.0368,0.16,6.98e-05,0.0842,0.147,144.3,237800,4,1
6256,Happy Songs,1h90L3LP8kAJ7KGjCV2Xfd,Weekend,Weekend,Mufasa & Hypeman,6G3t9WroSJiK5S66umOfIA,64,False,0.761,0.939,11,-3.34,0,0.0729,0.0594,0.00158,0.0843,0.88,119.981,170022,4,1
6257,Happy Hits 2021 | Happy Beats | Happy Songs ,3bIe654qu480GFwhzKNFFM,That's What I Like,24K Magic,Bruno Mars,0KKkJNfGyhkQ5aFogxQAPU,83,False,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4,1
6258,Car Songs 2021 🚗 Christmas Songs,2TQ0pRHI7T41zi0tV155wW,Cold Heart - PNAU Remix,The Lockdown Sessions,Elton John,7rglLriMNBPAyuJOMGwi39,87,False,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735,4,1
6259,Happy Hits 2021 | Happy Beats | Happy Songs ,3bIe654qu480GFwhzKNFFM,Say So,Hot Pink,Doja Cat,3Dv1eDb0MEgF93GpLXlucZ,83,True,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4,1
6260,Happy Songs | Wit & Delight,7kPEnbzzu3DvjeeY9KhSeO,Sunny Afternoon - Stereo Version,Face to Face (Deluxe Edition),The Kinks,4I1WBw0xqdenkemd6gwIyp,41,False,0.555,0.553,0,-6.658,1,0.0244,0.129,0.0,0.0687,0.446,61.998,214693,4,1
6261,happy songs 🌻💛✨,7dIkcjjWjQvifEpu4UE80K,Does To Me (feat. Eric Church),What You See Is What You Get,Luke Combs,17TSJlshgQ5zu0e8dedAla,0,False,0.616,0.849,0,-4.897,1,0.0373,0.308,0.0,0.311,0.639,113.066,223320,4,1
6262,happy songs to cheer up my sad friends,5Bb191DNPuoQSUze6Ta4gU,FourFiveSeconds,FourFiveSeconds,Rihanna,5XzmZjXhMjDHr7ZfJ6DELQ,0,False,0.579,0.268,2,-5.65,1,0.0442,0.868,0.0,0.12,0.321,205.903,188238,4,1
6263,HAPPY SONGS,7vBShQfXqgKHshNTD9JnWQ,Firework,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,4lCv7b86sLynZbXhfScfm2,75,False,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,227880,4,1
6264,Happy Christmas Songs (2021),6oDmycvnCciCwMoYObvUAp,Sleigh Ride,A Very Trainor Christmas,Meghan Trainor,3AozpoSy1ciXydI6sUyum4,45,False,0.421,0.715,5,-5.167,0,0.0696,0.052,0.0,0.148,0.51,165.56,228613,4,1
6265,Happy songs everyone knows 😄 🙌,0RH319xCjeU8VyTSqCF6M4,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Greatest Hits,Pitbull,7rIhVsWn8W82shpRiPDrXc,60,False,0.669,0.939,3,-3.209,1,0.161,0.192,0.0,0.295,0.53,129.014,252880,4,1
6266,Happy Songs,1h90L3LP8kAJ7KGjCV2Xfd,Crime,Crime,VAX,05OCY605lOXP7koHNBMPc2,49,False,0.666,0.435,6,-8.089,0,0.0391,0.369,0.0,0.106,0.6,114.963,153931,4,1
6267,Happy Songs | Feel Good Songs | Happy Music | Best Happy Hits | Cheer Me Up ,6tUoLGh3ueIMVoYbBVZpKQ,Fresh Eyes,The Good Parts,Andy Grammer,5NDUXbMwcnTQp66tI2zcdR,69,False,0.828,0.56,0,-6.685,1,0.0327,0.548,3.66e-05,0.15,0.872,122.054,198001,4,1
6268,happy songs to scream the lyrics to,0gSCSc9k468XnIRxfnbLSb,Passport,What's It Like Over There?,Circa Waves,4LriPWxZjJPQ9KVyvMTIek,33,False,0.732,0.516,11,-9.291,1,0.0314,0.414,0.000109,0.24,0.298,83.004,206639,4,1
6269,Happy Christmas Songs,4OOu4l5bwssuoNJluZt1z8,Safely Back Home,Safely Back Home,Crosshair Kid,5OKI6B2E0CqRSK1qVwCZyy,12,False,0.578,0.783,0,-7.603,0,0.043,0.0665,0.0,0.178,0.699,158.029,196006,4,1
6270,"Happy Songs ☺ (80s, 90s, 2000s, 2010s & 2020s)  ☺  Best Happy Hits & Oldies Songs",4AnAUkQNrLKlJCInZGSXRO,Viva L'amour,Toujours,Sabina,4xZl9afc0L9yCoxLK7dVmx,0,False,0.721,0.811,2,-6.871,1,0.0426,0.259,0.0,0.0951,0.969,142.128,184693,4,1
6271,Songs for Dancing Kids,5PnXe4OxHNiQC6ISwuykzZ,Kung Fu Fighting,Kung Fu Panda (Original Motion Picture Soundtrack),CeeLo Green,6LwjprBFV5NCDueLhLrS1O,46,False,0.676,0.66,4,-10.916,0,0.0991,0.0148,0.0,0.326,0.256,110.052,150000,4,1
6272,Happy Christmas Songs,4OOu4l5bwssuoNJluZt1z8,Christmas Valentine,This Christmas,Francesca Battistelli,3IGnC58kVTeQQGxEybWtaE,38,False,0.748,0.607,4,-5.521,1,0.0314,0.241,0.0,0.326,0.441,112.956,182991,4,1
6273,happy songs to get over it ,2xxYVVtoh3UV1n7NDHbvz7,Raise Your Glass,Raise Your Glass,P!nk,12lZTPlXwUtrQuhEty6098,0,True,0.7,0.695,7,-4.973,1,0.0897,0.00629,0.0,0.0319,0.633,122.028,203333,4,1
6274,happy songs to scream the lyrics to,0gSCSc9k468XnIRxfnbLSb,English Love Affair,5 Seconds Of Summer,5 Seconds of Summer,2Ep5yZhBqHfwg0Lj4BlNKb,57,False,0.529,0.86,8,-4.517,1,0.115,0.0127,0.0,0.346,0.869,150.003,180922,4,1
6275,Happy Country Songs,7J4e49SxlE8KhqqXHQIAgK,We Owned The Night,Own The Night,Lady A,7nvmiDtfh9gwYFh9Kzn7sc,0,False,0.657,0.714,1,-6.965,1,0.0273,0.281,0.000145,0.0838,0.488,99.991,197800,4,1
6276,HAPPY SONGS CLEAN,3bz3tsFgmaDQ7Cy9S5xYFr,"Independent Women, Pt. 1",Survivor,Destiny's Child,5EDUIiDf1Sp6nVnmCMRxa2,57,False,0.517,0.598,6,-3.751,0,0.263,0.388,2.22e-06,0.183,0.922,96.933,221627,4,1
6277,Surf Music Chill Happy Songs :),2TZTHN5PEkHR3noId355PD,The Lion's Mane,This Is Blue,Trevor Hall,1RT9vSx05ib6vn74F81uL2,0,False,0.505,0.206,9,-18.612,1,0.167,0.921,2.04e-05,0.0999,0.11,87.217,204467,4,1
6278,happy songs 🌻💛✨,7dIkcjjWjQvifEpu4UE80K,Better Together,What You See Is What You Get,Luke Combs,1tSGw3h54aHModEHHL1HGK,1,False,0.552,0.225,0,-11.501,1,0.0477,0.826,0.0,0.111,0.67,138.002,219573,4,1
6279,Happy Christmas Songs,4OOu4l5bwssuoNJluZt1z8,Alletiders Jul - Fra julekalenderen 'Pyrus - Alletiders Jul',Pyrus...Allertiders Jul,Karen Gardelli,0LGFzdaDPdHxM0Yok344XN,51,False,0.686,0.638,1,-6.616,1,0.0256,0.411,0.0,0.129,0.469,127.969,192453,4,1
6280,happy songs to cheer up my sad friends,5Bb191DNPuoQSUze6Ta4gU,Born This Way,Born This Way (Special Edition),Lady Gaga,6r2BECwMgEoRb5yLfp0Hca,69,False,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,260253,4,1
6281,happy songs to scream the lyrics to,0gSCSc9k468XnIRxfnbLSb,Runaway Baby,Doo-Wops & Hooligans,Bruno Mars,5MMLS3xm12D7N26xlfFApr,71,False,0.658,0.762,10,-3.028,0,0.0425,0.263,0.0,0.127,0.823,163.864,148448,4,1
6282,HAPPY SONGS 2021,4FYU1aJih7ykRIUYenRt8w,Dreamin',Dreamin',Josefine,3PfIaebOIebV5RcxxTWDzy,45,False,0.722,0.687,0,-7.587,0,0.139,0.109,2.82e-06,0.662,0.281,108.985,172320,4,1
